idstd,id,a4a,a6a,a2,a1c,a0,a3a,a6c,a7,panel,a1a,a14d,a14m,a14y,a14h,a14min,a20y,a20m,a20d,a1,a12,a7a,a7b,a11,a7c,a9,b1,b1x,b3a,b2a,b2b,b2c,b2d,b4,b4a,b5,b6,b6b,b7,b7a,b8,b8x,c3,c4,c5,c31,c6,c7,c8a,c8b,c9a,c9b,c10,c11,c43,c44,c12,c13,c14,c33,c45,c152,c162,c172,c22b,c36,c37,c39,c42,d1a1a,d1a3,d2,d2x,n3,n3x,f1,d3a,d3b,d3c,d31x,d42,d43a,d43b,d4a,d4b,d342,d352,d8,d12a,d12b,d13,d38x,d44,d45a,d45b,d14a,d14b,d412,o1,o2,o3a2,o3b2,j31,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,e1,e2b,e312,e32,e33,e6,e11,h1,h2,h32x,h5,h62x,h8,h9,d1a6a,d1a6b,d1a6c,d1a6cx,g5a,g5b,g5bx,g2,g3,g4,g34,ge3,ge3a,ge7,ge8d,k3a,k3i,k3j,k3bc,k3e,k3f,k3dgh,k4,n5a,n5b,k5a,k5a1,k5i,k5i1,k5j,k5j1,k5bc,k5bc1,k5e,k5e1,k5f,k5f1,k5dgh,k5dgh1,k6,k82b,k82a,k9,k10,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,k15d,k162a,k162b,k17,k20a1,k32,k21,k33,k342,k342x,k35,k36,k38,k392,k392x,k40,j2,j3,j4,j5,j32,j33,j35,j36,j37,j38,j39,j40,j6a,j41,j42,j43,j7a,j7b,j10,j11,j12,j13,j14,j15,k30,g30a,j30c,j30f,h30,i30,d30b,c30a,l30b,l30a,j30e,e30,j30b,j30a,d30a,k30_finance_pos,g30_land_pos,j30_permit_pos,j30_corruption_pos,j30_courts_pos,j30_crime_pos,d30_trade_pos,c30_electricity_pos,l30_workforce_pos,l30_labor_pos,j30_instability_pos,e30_informal_pos,j30_taxadmin_pos,j30_taxrate_pos,d30_transport_pos,m1a,m1a_finance_pos,m1a_land_pos,m1a_permit_pos,m1a_corruption_pos,m1a_courts_pos,m1a_crime_pos,m1a_trade_pos,m1a_electricity_pos,m1a_workforce_pos,m1a_labor_pos,m1a_instability_pos,m1a_informal_pos,m1a_taxadmin_pos,m1a_taxrate_pos,m1a_transport_pos,l1,l2,l9b,l9b1,l3a,l3b,l5a,l5b,l5,l4a1,l4a2,l4b,l10,l11a1,l11a,l11b1,l11b,l12a1,l12a,l34,l35,l36,l1a,l6,l6a,l8,l37,l38a,l38b,l40,l41,l30d,l30c,c32,c32b,c34,c34b,c34bx,c34c,n2a,n2a2,n2e,n2i,n7a,n11,a15d,a15m,a15y,a15h,a15min,a16,a17,a18,a19h,a19m,a13,a1d,a3b,a3c,a3,d1a2_v4,stratificationregioncode,stratificationsizecode,stratificationsectorcode,stratificationpanelcode,wstrict,wmedian,wweak,strata
1629488,4355,2,2,3,1,1,3,200,2,0,2,26,8,2025,16,41,2025,3,21,95,3,,,,,,1,,1,100,0,0,0,2,,2023,25,2023,19,2,2,,1,40.0,2.0,5000000.0,1,60.0,2.0,40.0,,439400.0,2,,2,,2,,,,1,2,,,2,2,,1,2,1,80,163200000.0,One hundred sixty three million and two hundred thousand,204000000.0,Two hundred and four millions,75.0,100,0,0,,,,,,,,,,0,100,1.0,Iran (Islamic Republic of),2.0,,,12.0,18.0,2.0,2,,3,3,3,1.0,2.0,,2.0,,,,2.0,,1.0,1.0,2,3.0,3.0,1,1,2,2,1,1.0,We have introduced numerous innovations to enhance the quality of our steel rods.,2,,1,2480000.0,,,,,,,,1,45.0,2.0,3,2,,2,2,30,0,0,0,0,70,0,1,103500000.0,0.0,10.0,,20.0,,0.0,,0.0,,0.0,,70.0,,0.0,,1,2,2,,,,,,,,,,,1,2,2,6.0,,,1,0,,,,,0,,,,10,1,2.0,2.0,2.0,,40,1,1,2,,3.0,2,,2,,0.0,,2,,,2,,,3,0,0,0,0,0,0,3,1,3,0,2,3,3,0,2,4,10,12,1,13,14,11,15,9,3,6,5,8,7,14,2,4,10,12,1,13,14,11,15,9,3,6,5,8,7,90,50,30.0,,50.0,40.0,0.0,0.0,,8,22,20,2,,,,,,,2,,,60,0,,,2,,,2,,3,2,9800,75950.0,0,,,0,9000000,720000.0,12000000.0,,130000000.0,8,26,8,2025,18,1,1,1,1,,,1,1,2,2,2,2410,3,2,2,0,1.0,1.1599877,1.6717311,38
1629489,4363,2,1,4,1,1,4,10,2,0,1,26,7,2025,10,57,2024,3,21,95,1,,,,,,4,,2,100,0,0,0,2,,2015,8,2015,12,2,2,,1,15.0,2.0,12000.0,2,,,,,,1,10.0,2,,2,,,,-7,2,,,2,2,,2,4,1,80,2500000.0,TWO MILLION AND FIVE HUNDRED THOUSAND,4000000.0,FOUR MILLION,100.0,100,0,0,,,,,,,,,,90,10,2.0,,,,,,,,2,,4,4,4,,,,,,,,,,,,2,-4.0,3.0,3,2,2,2,2,,,2,,2,,,,,,,,,2,,,4,2,,1,1,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,2,2,2,1.0,,,2,-9,,,,,-9,,,,0,1,4.0,2.0,2.0,,48,3,3,2,,2.0,2,,2,,0.0,,2,,,1,4.0,2.0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,13,4,8,14,3,1,11,12,6,7,5,10,15,2,9,8,13,4,8,14,3,1,11,12,6,7,5,10,15,2,9,10,14,20.0,,8.0,2.0,0.0,0.0,,2,4,2,2,,,,,,,1,0.0,0.0,10,0,,,2,,,1,1.0,0,0,2000,36000.0,-9,,,-9,864000,150000.0,350000.0,,8000000.0,2,27,7,2025,20,12,1,1,1,,,1,1,2,2,2,1030,4,1,2,0,4.3382907,4.5739584,9.685307,49
1629490,4370,2,2,3,1,1,3,60,2,0,1,14,10,2025,9,3,2024,3,21,95,3,,,,,,3,,1,100,0,0,0,2,,2016,10,2016,10,2,2,,2,,,,1,10.0,2.0,59.0,10.0,,1,10.0,2,,2,,,,2,2,,,1,2,,1,2,1,90,150000000.0,One hundred fifty million,149000000.0,One hundred forty nine million,60.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,2,2,2,2.0,2.0,,2.0,,,,2.0,,1.0,3.0,2,-4.0,1.0,1,2,2,2,2,,,2,,2,,,,,,,,,1,-6.0,1.0,3,2,,2,2,100,0,0,0,0,0,0,1,10000000.0,40000000.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2,2,2,,,,,,,,,,,2,2,2,1.0,,,1,80,3.0,,0.0,-5.0,20,3.0,,-5.0,2,1,7.0,2.0,2.0,,72,1,1,2,,3.0,2,,2,,0.0,,2,,,2,,,0,1,0,2,0,1,1,1,0,0,0,1,2,1,0,4,10,9,8,12,11,7,6,5,2,15,13,14,1,3,8,4,10,9,8,12,11,7,6,5,2,15,13,14,1,3,60,60,80.0,,20.0,40.0,0.0,0.0,,2,8,10,1,20.0,,40.0,,,0.0,2,,,0,0,,,2,,,2,,0,0,7733,52147.0,0,,,0,9000000,45000.0,83000000.0,,150000000.0,2,14,10,2025,10,4,1,1,1,,,1,1,2,2,2,1080,3,2,2,0,1.0,1.1599877,1.6717311,38
1629491,4374,2,2,3,1,1,3,20,1,0,2,5,8,2025,17,33,2023,3,21,95,3,2.0,1.0,2.0,1.0,,3,,2,100,0,0,0,2,,2012,15,2012,10,2,2,,1,5.0,2.0,11000.0,2,,,,,,2,,2,,2,,,,2,2,,,2,2,,2,2,1,66,4100000.0,four million and one hundred thousand,3000000.0,three million,70.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,4,4,3,2.0,2.0,,1.0,2.0,5.0,1.0,2.0,,1.0,3.0,2,20.0,3.0,1,1,2,2,2,,,1,"We initially focused on cotton production, but in response to market demand, we expanded into cottonseed oil and soap. Over time, oil production gained greater traction and emerged as our most popular product.",2,,,,,,,,,1,90.0,2.0,4,2,,2,2,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,2,2,2,1.0,,,1,0,,,,,0,,,,40,2,,,,,35,3,3,2,,3.0,1,3.0,2,,0.0,,2,,,2,,,2,3,2,1,2,2,2,1,1,2,1,2,2,2,2,6,1,3,2,15,11,7,5,12,9,8,13,14,4,10,2,6,1,3,2,15,11,7,5,12,9,8,13,14,4,10,15,15,60.0,,15.0,0.0,0.0,0.0,,5,4,6,2,,,,,,,2,,,0,0,,,2,,,2,,2,2,2500,12500.0,0,,,0,2000000,24000.0,500000.0,,5000000.0,12,5,8,2025,19,30,1,1,1,,,1,1,2,2,2,1040,3,2,2,0,1.0,1.1599877,1.6717311,38
1629492,4377,2,1,1,1,1,3,30,2,0,2,25,9,2025,10,17,2025,3,21,95,2,,,,,,1,,1,100,0,0,0,2,,2015,13,2015,4,2,2,,2,,,,1,90.0,2.0,30.0,,432000.0,1,0.0,2,,2,,,,1,2,,,1,2,,1,3,1,60,31050000.0,thirty one million fifty thousand,18050000.0,eighteen million fifty thousand,70.0,100,0,0,,,,,,,,,,50,50,1.0,Iran (Islamic Republic of),1.0,6.0,16.0,14.0,5.0,30.0,1,2.0,2,4,1,4.0,2.0,,2.0,,,,1.0,1.0,1.0,1.0,2,3.0,3.0,2,2,2,2,2,,,2,,2,,,,,,,,,2,,,2,2,,2,2,100,0,0,0,0,0,0,1,10050000.0,0.0,80.0,,0.0,,0.0,,0.0,,0.0,,20.0,,0.0,,2,2,2,,,,,,,,,,,2,2,2,1.0,,,1,0,,,,,0,,,,5,1,2.0,2.0,2.0,,55,1,1,2,,3.0,2,,2,,0.0,,2,,,2,,,1,1,1,1,2,1,2,3,2,1,1,1,2,2,1,11,8,5,15,3,12,2,13,1,10,9,6,14,4,7,15,11,8,5,15,3,12,2,13,1,10,9,6,14,4,7,30,30,70.0,,28.0,2.0,0.0,0.0,,4,22,2,2,,,,,,,2,,,0,0,,,2,,,2,,2,1,9880,105000.0,0,,,0,4100000,287000.0,21000000.0,,11000000.0,4,25,9,2025,12,9,1,2,1,,,1,1,2,2,2,1104,1,1,2,0,1.61115,2.3797135,4.008844,2
1629493,4383,2,2,3,1,1,3,20,2,0,1,15,10,2025,9,0,2024,3,21,95,3,,,,,,3,,1,100,0,0,0,2,,2012,14,2012,26,2,2,,2,,,,1,10.0,2.0,59.0,20.0,,1,20.0,2,,2,,,,2,2,,,2,2,,1,2,1,100,30000000.0,Thirty million,29500000.0,Twenty nine million five hundred thousand,60.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,2,2,2,2.0,2.0,,2.0,,,,2.0,,1.0,3.0,2,-4.0,1.0,1,2,2,1,2,,,2,,2,,,,,,,,,2,,,1,2,,2,2,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,2,2,2,1.0,,,2,80,3.0,,0.0,-5.0,20,3.0,,-5.0,2,1,7.0,2.0,2.0,,72,1,1,2,,3.0,2,,2,,0.0,,2,,,2,,,0,1,0,1,0,0,1,3,0,0,1,3,1,2,0,7,1,14,11,9,4,2,15,12,10,13,8,5,6,3,8,7,1,14,11,9,4,2,15,12,10,13,8,5,6,3,20,18,20.0,,14.0,6.0,0.0,0.0,,4,5,5,2,,,,,,,2,,,0,0,,,2,,,1,2.0,0,0,9583,114996.0,0,,,0,3000000,30000.0,12000000.0,,6000000.0,2,15,10,2025,10,8,1,1,1,,,1,1,2,2,2,2023,3,2,2,0,1.0,1.1599877,1.6717311,38
1629494,4398,3,3,3,1,1,3,60,2,0,1,29,7,2025,14,2,2024,3,21,95,3,,,,,,4,,2,100,0,0,0,2,,2001,60,2001,5,2,2,,2,,,,1,30.0,1.0,59.0,20.0,,1,30.0,1,10.0,2,,,,1,2,,,2,1,1.0,1,2,1,90,4000000.0,Four million,4000000.0,four million,80.0,20,0,80,Afghanistan,1.0,2.0,23.0,7.0,23.0,35.0,2.0,2001.0,80,20,1.0,Afghanistan,1.0,7.0,23.0,10.0,23.0,30.0,2,,3,3,3,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,1.0,1.0,3,,,3,2,2,2,2,,,2,,2,,,,,,,,,2,,,1,1,200000.0,2,2,70,30,0,0,0,0,0,1,500000.0,100000.0,70.0,,30.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1,2,2,,,,,,,,,,,2,2,2,3.0,,,2,100,3.0,,0.0,-5.0,100,2.0,,-5.0,7,1,2.0,2.0,2.0,,40,1,1,1,-5.0,,2,,2,,0.0,,2,,,2,,,0,0,1,0,0,0,1,3,0,0,0,1,0,1,1,3,11,6,4,12,2,5,7,8,10,15,13,14,9,1,8,3,11,6,4,12,2,5,7,8,10,15,13,14,9,1,50,60,90.0,,45.0,5.0,0.0,0.0,,45,0,0,2,,,,,,,1,7.0,0.0,0,0,,,1,0.0,10.0,2,,0,0,16800,113400.0,0,,,124000,2000000,500000.0,400000.0,,300000.0,10,29,7,2025,16,17,1,1,1,,,1,1,2,2,2,2420,3,3,3,0,1.3963118,1.8918297,4.056594,45
1629495,4408,2,2,3,1,1,3,25,2,0,1,6,10,2025,14,11,2025,3,21,95,1,,,,,,4,,1,100,0,0,0,2,,2015,25,2015,15,2,2,,2,,,,2,,,,,,2,,2,,2,,,,-7,2,,,2,2,,2,4,1,100,9000000.0,Nine million,8000000.0,Eight million,50.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,3,3,3,3.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,,1.0,3.0,2,-4.0,3.0,1,2,2,2,2,,,2,,2,,,,,,,,,2,,,3,2,,2,1,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,2,2,2,1.0,,,2,0,,,,,0,,,,10,1,1.0,2.0,2.0,,200,1,1,2,,3.0,2,,2,,0.0,,2,,,2,,,1,0,0,0,0,1,0,4,1,0,1,3,0,0,0,6,13,14,11,12,5,2,7,8,15,1,4,10,9,3,8,6,13,14,11,12,5,2,7,8,15,1,4,10,9,3,12,9,20.0,,8.0,4.0,0.0,0.0,,3,3,2,2,,,,,,,2,,,0,0,,,2,,,2,,0,0,7407,50000.0,0,,,0,900000,9000.0,6000000.0,,7000000.0,4,6,10,2025,14,57,1,4,1,,,1,1,2,2,2,2023,3,2,2,0,1.0,1.1599877,1.6717311,38
1629496,4411,4,1,3,1,3,3,10,2,0,2,1,10,2025,16,14,2025,3,21,95,1,,,,,,4,,1,50,0,0,50,2,,2020,6,2020,10,2,2,,2,,,,1,90.0,2.0,15.0,,70000.0,1,40.0,1,40.0,2,,,,1,2,,,2,1,2.0,1,2,62,66,10050000.0,Ten million fifty thousand,7500000.0,Seven million five hundred thousand,,100,0,0,,,,,,,,,,20,80,2.0,,,,,,,,2,,3,3,3,,,,,,,,,,,,2,100.0,3.0,1,2,2,2,1,1.0,"Initially, we offered general services with unlimited packages. However, in response to market demand, we introduced limited internet packages, which led to a significant increase in sales.",1,We introduced small packages.,1,1122000.0,,,,,,,,2,,,3,2,,2,2,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,2,2,2,1.0,,,2,0,,,,,0,,,,2,1,4.0,2.0,1.0,16.0,73,1,1,2,,2.0,2,,2,,30.0,,2,,,2,,,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,5,2,12,4,13,11,14,15,7,6,3,8,9,10,1,14,5,2,12,4,13,11,14,15,7,6,3,8,9,10,1,15,15,100.0,,,,,,0.0,8,5,2,2,,,,,,,2,,,15,0,,,2,,,2,,1,1,900,7200.0,0,,,0,330000,110000.0,,,,30,1,10,2025,17,11,1,1,1,,,1,1,2,2,2,6190,3,1,4,0,3.431909,6.067827,9.331877,35
1629497,4472,2,1,4,1,1,4,16,1,0,1,13,10,2025,14,5,2024,3,21,95,3,2.0,1.0,2.0,1.0,,3,,1,100,0,0,0,1,100.0,2011,150,2011,14,1,2,,2,,,,2,,,,,,2,,2,,2,,,,1,2,,,2,2,,2,2,1,100,60000.0,Sixty Thousand,130000.0,One Hundred Thirty Thousand,80.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,3,3,1,,,,,,,,,,,,1,-4.0,3.0,3,2,2,1,2,,,2,,2,,,,,,,,,2,,,4,2,,2,2,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,2,2,2,2.0,,,2,0,,,,,0,,,,0,2,,,,,1,1,2,2,,3.0,2,,2,,0.0,,2,,,1,1.0,2.0,2,1,1,0,1,1,1,1,1,1,3,3,1,1,2,2,13,5,3,4,11,6,8,15,12,10,14,7,9,1,12,2,13,5,3,4,11,6,8,15,12,10,14,7,9,1,14,70,10.0,,14.0,0.0,14.0,0.0,,14,0,0,2,,,,,,,2,,,14,0,,,2,,,2,,1,2,60,400.0,1,1.0,,50,15000,3000.0,30000.0,,300000.0,2,13,10,2025,15,9,1,2,1,,,1,2,2,2,4,1430,4,1,2,0,4.3382907,4.5739584,9.685307,49
1629498,4474,3,1,1,1,1,1,36,2,0,2,8,9,2025,10,3,2024,3,31,95,2,,,,,,4,,1,100,0,0,0,2,,2013,30,2013,22,2,2,,2,,,,1,6.0,2.0,30.0,,175000.0,1,25.0,2,,2,,,,1,1,2.0,1.0,1,1,10.0,1,4,1,100,350000.0,Three hundred fifty thousand,4000000.0,Four million,70.0,100,0,0,,,,,,,,,,70,30,2.0,,,,,,,,2,,-9,-9,3,-9.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,3.0,4.0,-7.0,1,-4.0,3.0,1,2,2,2,1,1.0,Cotton shawls with woolen stripes are also suitable for men.,1,"We have introduced innovations in our work to ensure the quality of wool. Previously, poor quality wool used to come to the market, but now we are passing laboratory checks on it.",2,,,,,,,,,1,52.0,2.0,2,2,,2,1,0,75,0,0,0,0,25,1,2000000.0,50000.0,75.0,,0.0,,0.0,,0.0,,0.0,,0.0,,25.0,,1,2,2,,,,,,,,,,,2,2,2,2.0,,,2,0,,,,,5,3.0,,-6.0,30,2,,,,,36,1,1,-6,,,2,,1,60.0,0.0,,2,,,1,3.0,2.0,3,3,1,3,1,3,3,3,3,1,3,2,3,0,0,4,6,5,9,11,13,8,12,10,14,1,2,15,3,7,8,4,6,5,9,11,13,8,12,10,14,1,2,15,3,7,12,120,90.0,,3.0,9.0,0.0,1.0,,1,2,0,2,,,,,,,1,4.0,4.0,0,0,,,2,,,1,2.0,2,3,3240,21060.0,36,1.0,,1100,960000,7000.0,210000.0,,15000000.0,2,8,9,2025,11,22,2,2,1,,,1,1,1,1,2,1391,1,1,3,0,1.753491,2.7693353,6.4454284,4
1629499,4490,2,1,1,1,1,1,35,2,0,1,7,9,2025,15,5,2024,3,21,95,2,,,,,,4,,1,100,0,0,0,1,80.0,2013,5,2013,4,1,2,,2,,,,2,,,,,,1,30.0,1,40.0,2,,,,2,2,,,2,2,,2,1,1,100,3500000.0,Three million five hundred thousand,5000000.0,Five million,45.0,100,0,0,,,,,,,,,,50,50,2.0,,,,,,,,2,,3,3,2,1.0,2.0,,2.0,,,,2.0,,1.0,1.0,1,5.0,3.0,1,2,2,1,2,,,2,,2,,,,,,,,,1,90.0,2.0,4,2,,2,2,100,0,0,0,0,0,0,1,400000.0,0.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1,2,2,,,,,,,,,,,2,2,2,1.0,,,2,10,2.0,,0.0,-5.0,20,2.0,,-5.0,50,1,1.0,2.0,2.0,,240,1,1,2,,-7.0,2,,2,,0.0,,2,,,2,,,3,3,2,1,1,0,2,4,2,0,3,3,2,2,2,5,1,4,12,13,10,11,15,14,7,6,9,2,3,8,12,5,1,4,12,13,10,11,15,14,7,6,9,2,3,8,6,6,100.0,,3.0,3.0,1.0,0.0,,3,0,0,1,3.0,,3.0,,1.0,,1,4.0,3.0,30,30,25.0,12.0,2,,,2,,2,3,700,8000.0,-9,,,0,150000,20000.0,100000.0,,1000000.0,4,7,9,2025,15,59,1,2,1,,,1,1,1,1,2,1709,1,1,2,0,1.61115,2.3797135,4.008844,2
1629500,4492,2,1,1,1,3,1,10,1,0,1,7,9,2025,10,30,2024,3,21,95,2,2.0,1.0,1.0,1.0,,4,,1,100,0,0,0,2,,2013,2,2013,12,2,2,,2,,,,2,,,,,,2,,1,40.0,2,,,,-7,2,,,2,2,,2,4,3,100,800000.0,Eight hundred thousand,500000.0,Five hundred thousand,,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,3,3,3,,,,,,,,,,,,2,-4.0,3.0,1,2,2,1,2,,,2,,2,,,,,,,,,2,,,3,2,,2,2,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,2,2,2,7.0,,,2,15,4.0,Money transfer through exchange offices,2.0,-5.0,10,4.0,Money transfer through exchange offices,-5.0,25,1,2.0,1.0,2.0,,75,2,2,2,,-7.0,2,,2,,5.0,,1,10.0,1.0,1,5.0,1.0,4,3,2,3,-9,2,4,2,0,1,4,2,3,4,1,15,11,2,12,4,14,10,13,8,5,6,9,7,3,1,1,15,11,2,12,4,14,10,13,8,5,6,9,7,3,1,5,5,3.0,,,,,,0.0,2,3,0,2,,,,,,,2,,,0,0,,,2,,,2,,0,1,330,10000.0,2000,5.0,,3000,300000,120000.0,,,,2,7,9,2025,12,2,1,1,1,,,1,1,1,1,2,4652,1,1,2,0,1.61115,2.3797135,4.008844,2
1629532,4559,4,1,1,1,1,1,5,1,0,1,16,10,2025,14,37,2024,3,21,95,3,4.0,1.0,2.0,1.0,,3,,1,100,0,0,0,1,100.0,2017,5,2017,5,1,2,,2,,,,2,,,,,,1,10.0,1,80.0,2,,,,2,2,,,1,1,2.0,1,1,1,70,100000000.0,one hundred million,10000000.0,ten million,100.0,20,80,0,,,,,,,,,2017.0,100,0,,,,,,,,,2,,4,4,4,,,,,,,,,,,,3,,,1,2,2,1,2,,,2,,2,,,,,,,,,2,,,4,2,,2,2,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,2,2,2,2.0,,,2,80,3.0,,0.0,-5.0,20,3.0,,-5.0,30,2,,,,,320,1,1,-6,,,2,,2,,0.0,,2,,,2,,,3,2,1,3,1,1,3,4,2,2,3,1,0,1,4,11,10,5,9,12,13,8,14,2,15,3,4,1,6,7,1,11,10,5,9,12,13,8,14,2,15,3,4,1,6,7,56,20,60.0,,50.0,6.0,50.0,1.0,,40,10,0,2,,,,,,,2,,,0,0,,,2,,,2,,2,2,700,4000.0,90,1.0,,800,2000000,18000.0,10000000.0,,1000000000.0,2,16,10,2025,18,38,1,2,1,,,1,1,1,1,2,1030,1,1,4,0,2.7649214,5.415388,10.492743,5
1629533,4560,4,1,1,1,3,1,10,2,0,1,16,10,2025,10,13,2024,3,21,95,3,,,,,,3,,1,100,0,0,0,1,100.0,2021,5,2024,4,1,2,,2,,,,2,,,,,,1,30.0,1,20.0,2,,,,1,2,,,2,2,,-7,-9,3,90,4000000.0,Four million,2000000.0,Two million,,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,4,4,4,,,,,,,,,,,,1,-4.0,3.0,1,2,2,1,2,,,2,,2,,,,,,,,,2,,,4,1,400000.0,2,2,100,0,0,0,0,0,0,1,240000.0,0.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1,2,2,,,,,,,,,,,2,2,2,2.0,,,2,0,,,,,0,,,,50,2,,,,,200,1,1,-6,,,2,,2,,0.0,,2,,,1,10.0,2.0,4,4,4,3,0,2,1,4,2,2,4,4,2,1,4,14,7,13,4,5,12,15,10,11,9,3,2,6,8,1,1,14,7,13,4,5,12,15,10,11,9,3,2,6,8,1,15,8,80.0,,,,,,15.0,13,2,0,2,,,,,,,2,,,0,0,,,2,,,2,,1,1,170,1000.0,30,1.0,,300,1500000,50000.0,,,,2,16,10,2025,10,48,1,2,1,,,1,1,1,1,2,4630,1,1,4,0,2.7649214,5.415388,10.492743,5
1629534,4562,4,1,1,1,1,1,9,1,0,1,18,10,2025,11,41,2024,3,21,95,3,2.0,1.0,2.0,1.0,,3,,1,100,0,0,0,1,100.0,2015,6,2022,10,1,2,,1,14.0,2.0,4000.0,2,,,,,,2,,1,5.0,2,,,,1,2,,,2,2,,2,1,1,50,1500000.0,One million five hundred thousand,1200000.0,One million two hundred thousand,70.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,4,4,4,,,,,,,,,,,,1,-4.0,3.0,1,2,2,1,2,,,2,,2,,,,,,,,,1,-5.0,2.0,4,1,20000.0,2,2,100,0,0,0,0,0,0,1,24000.0,0.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2,2,2,,,,,,,,,,,2,2,2,1.0,,,2,0,,,,,0,,,,30,1,2.0,2.0,2.0,,120,1,1,-6,,,2,,1,25.0,0.0,,2,,,2,,,4,2,4,1,1,2,0,4,1,1,4,2,2,1,1,8,10,6,2,3,12,11,14,7,1,4,13,15,9,5,2,8,10,6,2,3,12,11,14,7,1,4,13,15,9,5,9,6,4.0,,8.0,1.0,0.0,0.0,,5,3,0,2,,,,,,,2,,,0,0,,,2,,,2,,1,1,700,5000.0,30,1.0,,400,900000,10000.0,100000.0,,250000.0,1,18,10,2025,12,3,2,2,1,,,1,1,1,1,2,1410,1,1,4,0,2.7649214,5.415388,10.492743,5
1629535,4563,4,1,1,1,3,1,14,2,0,1,23,10,2025,13,59,2024,3,21,95,3,,,,,,3,,1,100,0,0,0,1,100.0,2021,8,2021,5,1,2,,2,,,,2,,,,,,2,,1,50.0,2,,,,1,2,,,2,1,4.0,2,1,62,70,2800000.0,Two million eight hundred thousand,1500000.0,One million five hundred thousand,,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,4,4,4,,,,,,,,,,,,1,-4.0,3.0,1,2,2,1,2,,,2,,2,,,,,,,,,2,,,4,2,,2,2,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,2,2,2,2.0,,,2,20,3.0,,0.0,-5.0,0,,,,15,2,,,,,142,1,1,-6,,,2,,2,,0.0,,2,,,2,,,4,0,2,2,0,2,3,2,1,1,3,1,3,4,4,3,12,14,7,2,15,1,9,11,6,10,13,8,5,4,1,3,12,14,7,2,15,1,9,11,6,10,13,8,5,4,14,8,90.0,,,,,,4.0,7,4,3,2,,,,,,,1,3.0,0.0,0,0,,,2,,,2,,1,1,100,1200.0,-9,,,0,1200000,100000.0,,,,2,23,10,2025,14,20,2,2,1,,,1,3,1,1,2,5229,1,1,4,0,2.7649214,5.415388,10.492743,5
